"LocID","Time","AgeGrp","SexID"
24,"2050-2055","10-14",2
24,"2050-2055","10-14",3
24,"2050-2055","15-19",1
24,"2050-2055","15-19",2
24,"2050-2055","15-19",3
24,"2050-2055","20-24",1
24,"2050-2055","20-24",2
24,"2050-2055","20-24",3
24,"2050-2055","25-29",1
24,"2050-2055","25-29",2
24,"2050-2055","25-29",3
24,"2050-2055","30-34",1
24,"2050-2055","30-34",2
24,"2050-2055","30-34",3
24,"2050-2055","35-39",1
24,"2050-2055","35-39",2
24,"2050-2055","35-39",3
24,"2050-2055","40-44",1
24,"2050-2055","40-44",2
24,"2050-2055","40-44",3
24,"2050-2055","45-49",1
24,"2050-2055","45-49",2
24,"2050-2055","45-49",3
24,"2050-2055","50-54",1
24,"2050-2055","50-54",2
24,"2050-2055","50-54",3
24,"2050-2055","55-59",1
24,"2050-2055","55-59",2
24,"2050-2055","55-59",3
24,"2050-2055","60-64",1
24,"2050-2055","60-64",2
24,"2050-2055","60-64",3
24,"2050-2055","65-69",1
24,"2050-2055","65-69",2
24,"2050-2055","65-69",3
24,"2050-2055","70-74",1
24,"2050-2055","70-74",2
24,"2050-2055","70-74",3
24,"2050-2055","75-79",1
24,"2050-2055","75-79",2
24,"2050-2055","75-79",3
24,"2050-2055","80-84",1
24,"2050-2055","80-84",2
24,"2050-2055","80-84",3
24,"2050-2055","85-89",1
24,"2050-2055","85-89",2
24,"2050-2055","85-89",3
24,"2050-2055","90-94",1
24,"2050-2055","90-94",2
24,"2050-2055","90-94",3
24,"2050-2055","95-99",1
24,"2050-2055","95-99",2
24,"2050-2055","95-99",3
24,"2050-2055","100+",1
24,"2050-2055","100+",2
24,"2050-2055","100+",3
24,"2055-2060","0",1
24,"2055-2060","0",2
24,"2055-2060","0",3
24,"2055-2060","1-4",1
24,"2055-2060","1-4",2
24,"2055-2060","1-4",3
24,"2055-2060","5-9",1
24,"2055-2060","5-9",2
24,"2055-2060","5-9",3
24,"2055-2060","10-14",1
24,"2055-2060","10-14",2
24,"2055-2060","10-14",3
24,"2055-2060","15-19",1
24,"2055-2060","15-19",2
24,"2055-2060","15-19",3
24,"2055-2060","20-24",1
24,"2055-2060","20-24",2
24,"2055-2060","20-24",3
24,"2055-2060","25-29",1
24,"2055-2060","25-29",2
24,"2055-2060","25-29",3
24,"2055-2060","30-34",1
24,"2055-2060","30-34",2
24,"2055-2060","30-34",3
24,"2055-2060","35-39",1
24,"2055-2060","35-39",2
24,"2055-2060","35-39",3
24,"2055-2060","40-44",1
24,"2055-2060","40-44",2
24,"2055-2060","40-44",3
24,"2055-2060","45-49",1
24,"2055-2060","45-49",2
24,"2055-2060","45-49",3
24,"2055-2060","50-54",1
24,"2055-2060","50-54",2
24,"2055-2060","50-54",3
24,"2055-2060","55-59",1
24,"2055-2060","55-59",2
24,"2055-2060","55-59",3
24,"2055-2060","60-64",1
24,"2055-2060","60-64",2
24,"2055-2060","60-64",3
24,"2055-2060","65-69",1
24,"2055-2060","65-69",2
24,"2055-2060","65-69",3
24,"2055-2060","70-74",1
24,"2055-2060","70-74",2
24,"2055-2060","70-74",3
24,"2055-2060","75-79",1
24,"2055-2060","75-79",2
24,"2055-2060","75-79",3
24,"2055-2060","80-84",1
24,"2055-2060","80-84",2
24,"2055-2060","80-84",3
24,"2055-2060","85-89",1
24,"2055-2060","85-89",2
24,"2055-2060","85-89",3
24,"2055-2060","90-94",1
24,"2055-2060","90-94",2
24,"2055-2060","90-94",3
24,"2055-2060","95-99",1
24,"2055-2060","95-99",2
24,"2055-2060","95-99",3
24,"2055-2060","100+",1
24,"2055-2060","100+",2
24,"2055-2060","100+",3
24,"2060-2065","0",1
24,"2060-2065","0",2
24,"2060-2065","0",3
24,"2060-2065","1-4",1
24,"2060-2065","1-4",2
24,"2060-2065","1-4",3
24,"2060-2065","5-9",1
24,"2060-2065","5-9",2
24,"2060-2065","5-9",3
24,"2060-2065","10-14",1
24,"2060-2065","10-14",2
24,"2060-2065","10-14",3
24,"2060-2065","15-19",1
24,"2060-2065","15-19",2
24,"2060-2065","15-19",3
24,"2060-2065","20-24",1
24,"2060-2065","20-24",2
24,"2060-2065","20-24",3
24,"2060-2065","25-29",1
24,"2060-2065","25-29",2
24,"2060-2065","25-29",3
24,"2060-2065","30-34",1
24,"2060-2065","30-34",2
24,"2060-2065","30-34",3
24,"2060-2065","35-39",1
24,"2060-2065","35-39",2
24,"2060-2065","35-39",3
24,"2060-2065","40-44",1
24,"2060-2065","40-44",2
24,"2060-2065","40-44",3
24,"2060-2065","45-49",1
24,"2060-2065","45-49",2
24,"2060-2065","45-49",3
24,"2060-2065","50-54",1
24,"2060-2065","50-54",2
24,"2060-2065","50-54",3
24,"2060-2065","55-59",1
24,"2060-2065","55-59",2
24,"2060-2065","55-59",3
24,"2060-2065","60-64",1
24,"2060-2065","60-64",2
24,"2060-2065","60-64",3
24,"2060-2065","65-69",1
24,"2060-2065","65-69",2
24,"2060-2065","65-69",3
24,"2060-2065","70-74",1
24,"2060-2065","70-74",2
24,"2060-2065","70-74",3
24,"2060-2065","75-79",1
24,"2060-2065","75-79",2
24,"2060-2065","75-79",3
24,"2060-2065","80-84",1
24,"2060-2065","80-84",2
24,"2060-2065","80-84",3
24,"2060-2065","85-89",1
24,"2060-2065","85-89",2
24,"2060-2065","85-89",3
24,"2060-2065","90-94",1
24,"2060-2065","90-94",2
24,"2060-2065","90-94",3
24,"2060-2065","95-99",1
24,"2060-2065","95-99",2
24,"2060-2065","95-99",3
24,"2060-2065","100+",1
24,"2060-2065","100+",2
24,"2060-2065","100+",3
24,"2065-2070","0",1
24,"2065-2070","0",2
24,"2065-2070","0",3
24,"2065-2070","1-4",1
24,"2065-2070","1-4",2
24,"2065-2070","1-4",3
24,"2065-2070","5-9",1
24,"2065-2070","5-9",2
24,"2065-2070","5-9",3
24,"2065-2070","10-14",1
24,"2065-2070","10-14",2
24,"2065-2070","10-14",3
24,"2065-2070","15-19",1
24,"2065-2070","15-19",2
24,"2065-2070","15-19",3
24,"2065-2070","20-24",1
24,"2065-2070","20-24",2
24,"2065-2070","20-24",3
24,"2065-2070","25-29",1
24,"2065-2070","25-29",2
24,"2065-2070","25-29",3
24,"2065-2070","30-34",1
24,"2065-2070","30-34",2
24,"2065-2070","30-34",3
24,"2065-2070","35-39",1
24,"2065-2070","35-39",2
24,"2065-2070","35-39",3
24,"2065-2070","40-44",1
24,"2065-2070","40-44",2
24,"2065-2070","40-44",3
24,"2065-2070","45-49",1
24,"2065-2070","45-49",2
24,"2065-2070","45-49",3
24,"2065-2070","50-54",1
24,"2065-2070","50-54",2
24,"2065-2070","50-54",3
24,"2065-2070","55-59",1
24,"2065-2070","55-59",2
24,"2065-2070","55-59",3
24,"2065-2070","60-64",1
24,"2065-2070","60-64",2
24,"2065-2070","60-64",3
24,"2065-2070","65-69",1
24,"2065-2070","65-69",2
24,"2065-2070","65-69",3
24,"2065-2070","70-74",1
24,"2065-2070","70-74",2
24,"2065-2070","70-74",3
24,"2065-2070","75-79",1
24,"2065-2070","75-79",2
24,"2065-2070","75-79",3
24,"2065-2070","80-84",1
24,"2065-2070","80-84",2
24,"2065-2070","80-84",3
24,"2065-2070","85-89",1
24,"2065-2070","85-89",2
24,"2065-2070","85-89",3
24,"2065-2070","90-94",1
24,"2065-2070","90-94",2
24,"2065-2070","90-94",3
24,"2065-2070","95-99",1
24,"2065-2070","95-99",2
24,"2065-2070","95-99",3
24,"2065-2070","100+",1
24,"2065-2070","100+",2
24,"2065-2070","100+",3
24,"2070-2075","0",1
24,"2070-2075","0",2
24,"2070-2075","0",3
24,"2070-2075","1-4",1
24,"2070-2075","1-4",2
24,"2070-2075","1-4",3
24,"2070-2075","5-9",1
24,"2070-2075","5-9",2
24,"2070-2075","5-9",3
24,"2070-2075","10-14",1
24,"2070-2075","10-14",2
24,"2070-2075","10-14",3
24,"2070-2075","15-19",1
24,"2070-2075","15-19",2
24,"2070-2075","15-19",3
24,"2070-2075","20-24",1
24,"2070-2075","20-24",2
24,"2070-2075","20-24",3
24,"2070-2075","25-29",1
24,"2070-2075","25-29",2
24,"2070-2075","25-29",3
24,"2070-2075","30-34",1
24,"2070-2075","30-34",2
24,"2070-2075","30-34",3
24,"2070-2075","35-39",1
24,"2070-2075","35-39",2
24,"2070-2075","35-39",3
24,"2070-2075","40-44",1
24,"2070-2075","40-44",2
24,"2070-2075","40-44",3
24,"2070-2075","45-49",1
24,"2070-2075","45-49",2
24,"2070-2075","45-49",3
24,"2070-2075","50-54",1
24,"2070-2075","50-54",2
24,"2070-2075","50-54",3
24,"2070-2075","55-59",1
24,"2070-2075","55-59",2
24,"2070-2075","55-59",3
24,"2070-2075","60-64",1
24,"2070-2075","60-64",2
24,"2070-2075","60-64",3
24,"2070-2075","65-69",1
24,"2070-2075","65-69",2
24,"2070-2075","65-69",3
24,"2070-2075","70-74",1
24,"2070-2075","70-74",2
24,"2070-2075","70-74",3
24,"2070-2075","75-79",1
24,"2070-2075","75-79",2
24,"2070-2075","75-79",3
24,"2070-2075","80-84",1
24,"2070-2075","80-84",2
24,"2070-2075","80-84",3
24,"2070-2075","85-89",1
24,"2070-2075","85-89",2
24,"2070-2075","85-89",3
24,"2070-2075","90-94",1
24,"2070-2075","90-94",2
24,"2070-2075","90-94",3
24,"2070-2075","95-99",1
24,"2070-2075","95-99",2
24,"2070-2075","95-99",3
24,"2070-2075","100+",1
24,"2070-2075","100+",2
24,"2070-2075","100+",3
24,"2075-2080","0",1
24,"2075-2080","0",2
24,"2075-2080","0",3
24,"2075-2080","1-4",1
24,"2075-2080","1-4",2
24,"2075-2080","1-4",3
24,"2075-2080","5-9",1
24,"2075-2080","5-9",2
24,"2075-2080","5-9",3
24,"2075-2080","10-14",1
24,"2075-2080","10-14",2
24,"2075-2080","10-14",3
24,"2075-2080","15-19",1
24,"2075-2080","15-19",2
24,"2075-2080","15-19",3
24,"2075-2080","20-24",1
24,"2075-2080","20-24",2
24,"2075-2080","20-24",3
24,"2075-2080","25-29",1
24,"2075-2080","25-29",2
24,"2075-2080","25-29",3
24,"2075-2080","30-34",1
24,"2075-2080","30-34",2
24,"2075-2080","30-34",3
24,"2075-2080","35-39",1
24,"2075-2080","35-39",2
24,"2075-2080","35-39",3
24,"2075-2080","40-44",1
24,"2075-2080","40-44",2
24,"2075-2080","40-44",3
24,"2075-2080","45-49",1
24,"2075-2080","45-49",2
24,"2075-2080","45-49",3
24,"2075-2080","50-54",1
24,"2075-2080","50-54",2
24,"2075-2080","50-54",3
24,"2075-2080","55-59",1
24,"2075-2080","55-59",2
24,"2075-2080","55-59",3
24,"2075-2080","60-64",1
24,"2075-2080","60-64",2
24,"2075-2080","60-64",3
24,"2075-2080","65-69",1
24,"2075-2080","65-69",2
24,"2075-2080","65-69",3
24,"2075-2080","70-74",1
24,"2075-2080","70-74",2
24,"2075-2080","70-74",3
24,"2075-2080","75-79",1
24,"2075-2080","75-79",2
24,"2075-2080","75-79",3
24,"2075-2080","80-84",1
24,"2075-2080","80-84",2
24,"2075-2080","80-84",3
24,"2075-2080","85-89",1
24,"2075-2080","85-89",2
24,"2075-2080","85-89",3
24,"2075-2080","90-94",1
24,"2075-2080","90-94",2
24,"2075-2080","90-94",3
24,"2075-2080","95-99",1
24,"2075-2080","95-99",2
24,"2075-2080","95-99",3
24,"2075-2080","100+",1
24,"2075-2080","100+",2
24,"2075-2080","100+",3
24,"2080-2085","0",1
24,"2080-2085","0",2
24,"2080-2085","0",3
24,"2080-2085","1-4",1
24,"2080-2085","1-4",2
24,"2080-2085","1-4",3
24,"2080-2085","5-9",1
24,"2080-2085","5-9",2
24,"2080-2085","5-9",3
24,"2080-2085","10-14",1
24,"2080-2085","10-14",2
24,"2080-2085","10-14",3
24,"2080-2085","15-19",1
24,"2080-2085","15-19",2
24,"2080-2085","15-19",3
24,"2080-2085","20-24",1
24,"2080-2085","20-24",2
24,"2080-2085","20-24",3
24,"2080-2085","25-29",1
24,"2080-2085","25-29",2
24,"2080-2085","25-29",3
24,"2080-2085","30-34",1
24,"2080-2085","30-34",2
24,"2080-2085","30-34",3
24,"2080-2085","35-39",1
24,"2080-2085","35-39",2
24,"2080-2085","35-39",3
24,"2080-2085","40-44",1
24,"2080-2085","40-44",2
24,"2080-2085","40-44",3
24,"2080-2085","45-49",1
24,"2080-2085","45-49",2
24,"2080-2085","45-49",3
24,"2080-2085","50-54",1
24,"2080-2085","50-54",2
24,"2080-2085","50-54",3
24,"2080-2085","55-59",1
24,"2080-2085","55-59",2
24,"2080-2085","55-59",3
24,"2080-2085","60-64",1
24,"2080-2085","60-64",2
24,"2080-2085","60-64",3
24,"2080-2085","65-69",1
24,"2080-2085","65-69",2
24,"2080-2085","65-69",3
24,"2080-2085","70-74",1
24,"2080-2085","70-74",2
24,"2080-2085","70-74",3
24,"2080-2085","75-79",1
24,"2080-2085","75-79",2
24,"2080-2085","75-79",3
24,"2080-2085","80-84",1
24,"2080-2085","80-84",2
24,"2080-2085","80-84",3
24,"2080-2085","85-89",1
24,"2080-2085","85-89",2
24,"2080-2085","85-89",3
24,"2080-2085","90-94",1
24,"2080-2085","90-94",2
24,"2080-2085","90-94",3
24,"2080-2085","95-99",1
24,"2080-2085","95-99",2
24,"2080-2085","95-99",3
24,"2080-2085","100+",1
24,"2080-2085","100+",2
24,"2080-2085","100+",3
24,"2085-2090","0",1
24,"2085-2090","0",2
24,"2085-2090","0",3
24,"2085-2090","1-4",1
24,"2085-2090","1-4",2
24,"2085-2090","1-4",3
24,"2085-2090","5-9",1
24,"2085-2090","5-9",2
24,"2085-2090","5-9",3
24,"2085-2090","10-14",1
24,"2085-2090","10-14",2
24,"2085-2090","10-14",3
24,"2085-2090","15-19",1
24,"2085-2090","15-19",2
24,"2085-2090","15-19",3
24,"2085-2090","20-24",1
24,"2085-2090","20-24",2
24,"2085-2090","20-24",3
24,"2085-2090","25-29",1
24,"2085-2090","25-29",2
24,"2085-2090","25-29",3
24,"2085-2090","30-34",1
24,"2085-2090","30-34",2
24,"2085-2090","30-34",3
24,"2085-2090","35-39",1
24,"2085-2090","35-39",2
24,"2085-2090","35-39",3
24,"2085-2090","40-44",1
24,"2085-2090","40-44",2
24,"2085-2090","40-44",3
24,"2085-2090","45-49",1
24,"2085-2090","45-49",2
24,"2085-2090","45-49",3
24,"2085-2090","50-54",1
24,"2085-2090","50-54",2
24,"2085-2090","50-54",3
24,"2085-2090","55-59",1
24,"2085-2090","55-59",2
24,"2085-2090","55-59",3
24,"2085-2090","60-64",1
24,"2085-2090","60-64",2
24,"2085-2090","60-64",3
24,"2085-2090","65-69",1
24,"2085-2090","65-69",2
24,"2085-2090","65-69",3
24,"2085-2090","70-74",1
24,"2085-2090","70-74",2
24,"2085-2090","70-74",3
24,"2085-2090","75-79",1
24,"2085-2090","75-79",2
24,"2085-2090","75-79",3
24,"2085-2090","80-84",1
24,"2085-2090","80-84",2
24,"2085-2090","80-84",3
24,"2085-2090","85-89",1
24,"2085-2090","85-89",2
24,"2085-2090","85-89",3
24,"2085-2090","90-94",1
24,"2085-2090","90-94",2
24,"2085-2090","90-94",3
24,"2085-2090","95-99",1
24,"2085-2090","95-99",2
24,"2085-2090","95-99",3
24,"2085-2090","100+",1
24,"2085-2090","100+",2
24,"2085-2090","100+",3
24,"2090-2095","0",1
24,"2090-2095","0",2
24,"2090-2095","0",3
24,"2090-2095","1-4",1
24,"2090-2095","1-4",2
24,"2090-2095","1-4",3
24,"2090-2095","5-9",1
24,"2090-2095","5-9",2
24,"2090-2095","5-9",3
24,"2090-2095","10-14",1
24,"2090-2095","10-14",2
24,"2090-2095","10-14",3
24,"2090-2095","15-19",1
24,"2090-2095","15-19",2
24,"2090-2095","15-19",3
24,"2090-2095","20-24",1
24,"2090-2095","20-24",2
24,"2090-2095","20-24",3
24,"2090-2095","25-29",1
24,"2090-2095","25-29",2
24,"2090-2095","25-29",3
24,"2090-2095","30-34",1
24,"2090-2095","30-34",2
24,"2090-2095","30-34",3
24,"2090-2095","35-39",1
24,"2090-2095","35-39",2
24,"2090-2095","35-39",3
24,"2090-2095","40-44",1
24,"2090-2095","40-44",2
24,"2090-2095","40-44",3
24,"2090-2095","45-49",1
24,"2090-2095","45-49",2
24,"2090-2095","45-49",3
24,"2090-2095","50-54",1
24,"2090-2095","50-54",2
24,"2090-2095","50-54",3
24,"2090-2095","55-59",1
24,"2090-2095","55-59",2
24,"2090-2095","55-59",3
24,"2090-2095","60-64",1
24,"2090-2095","60-64",2
24,"2090-2095","60-64",3
24,"2090-2095","65-69",1
24,"2090-2095","65-69",2
24,"2090-2095","65-69",3
24,"2090-2095","70-74",1
24,"2090-2095","70-74",2
24,"2090-2095","70-74",3
24,"2090-2095","75-79",1
24,"2090-2095","75-79",2
24,"2090-2095","75-79",3
24,"2090-2095","80-84",1
24,"2090-2095","80-84",2
24,"2090-2095","80-84",3
24,"2090-2095","85-89",1
24,"2090-2095","85-89",2
24,"2090-2095","85-89",3
24,"2090-2095","90-94",1
24,"2090-2095","90-94",2
24,"2090-2095","90-94",3
24,"2090-2095","95-99",1
24,"2090-2095","95-99",2
24,"2090-2095","95-99",3
24,"2090-2095","100+",1
24,"2090-2095","100+",2
24,"2090-2095","100+",3
24,"2095-2100","0",1
24,"2095-2100","0",2
24,"2095-2100","0",3
24,"2095-2100","1-4",1
24,"2095-2100","1-4",2
24,"2095-2100","1-4",3
24,"2095-2100","5-9",1
24,"2095-2100","5-9",2
24,"2095-2100","5-9",3
24,"2095-2100","10-14",1
24,"2095-2100","10-14",2
24,"2095-2100","10-14",3
24,"2095-2100","15-19",1
24,"2095-2100","15-19",2
24,"2095-2100","15-19",3
24,"2095-2100","20-24",1
24,"2095-2100","20-24",2
24,"2095-2100","20-24",3
24,"2095-2100","25-29",1
24,"2095-2100","25-29",2
24,"2095-2100","25-29",3
24,"2095-2100","30-34",1
24,"2095-2100","30-34",2
24,"2095-2100","30-34",3
24,"2095-2100","35-39",1
24,"2095-2100","35-39",2
24,"2095-2100","35-39",3
24,"2095-2100","40-44",1
24,"2095-2100","40-44",2
24,"2095-2100","40-44",3
24,"2095-2100","45-49",1
24,"2095-2100","45-49",2
24,"2095-2100","45-49",3
24,"2095-2100","50-54",1
24,"2095-2100","50-54",2
24,"2095-2100","50-54",3
24,"2095-2100","55-59",1
24,"2095-2100","55-59",2
24,"2095-2100","55-59",3
24,"2095-2100","60-64",1
24,"2095-2100","60-64",2
24,"2095-2100","60-64",3
24,"2095-2100","65-69",1
24,"2095-2100","65-69",2
24,"2095-2100","65-69",3
24,"2095-2100","70-74",1
24,"2095-2100","70-74",2
24,"2095-2100","70-74",3
24,"2095-2100","75-79",1
24,"2095-2100","75-79",2
24,"2095-2100","75-79",3
24,"2095-2100","80-84",1
24,"2095-2100","80-84",2
24,"2095-2100","80-84",3
24,"2095-2100","85-89",1
24,"2095-2100","85-89",2
24,"2095-2100","85-89",3
24,"2095-2100","90-94",1
24,"2095-2100","90-94",2
24,"2095-2100","90-94",3
24,"2095-2100","95-99",1
24,"2095-2100","95-99",2
24,"2095-2100","95-99",3
24,"2095-2100","100+",1
24,"2095-2100","100+",2
24,"2095-2100","100+",3
28,"1950-1955","0",1
28,"1950-1955","0",2
28,"1950-1955","0",3
28,"1950-1955","1-4",1
28,"1950-1955","1-4",2
28,"1950-1955","1-4",3
28,"1950-1955","5-9",1
28,"1950-1955","5-9",2
28,"1950-1955","5-9",3
28,"1950-1955","10-14",1
28,"1950-1955","10-14",2
28,"1950-1955","10-14",3
28,"1950-1955","15-19",1
28,"1950-1955","15-19",2
28,"1950-1955","15-19",3
28,"1950-1955","20-24",1
28,"1950-1955","20-24",2
28,"1950-1955","20-24",3
28,"1950-1955","25-29",1
28,"1950-1955","25-29",2
28,"1950-1955","25-29",3
28,"1950-1955","30-34",1
28,"1950-1955","30-34",2
28,"1950-1955","30-34",3
28,"1950-1955","35-39",1
28,"1950-1955","35-39",2
28,"1950-1955","35-39",3
28,"1950-1955","40-44",1
28,"1950-1955","40-44",2
28,"1950-1955","40-44",3
28,"1950-1955","45-49",1
28,"1950-1955","45-49",2
28,"1950-1955","45-49",3
28,"1950-1955","50-54",1
28,"1950-1955","50-54",2
28,"1950-1955","50-54",3
28,"1950-1955","55-59",1
28,"1950-1955","55-59",2
28,"1950-1955","55-59",3
28,"1950-1955","60-64",1
28,"1950-1955","60-64",2
28,"1950-1955","60-64",3
28,"1950-1955","65-69",1
28,"1950-1955","65-69",2
28,"1950-1955","65-69",3
28,"1950-1955","70-74",1
28,"1950-1955","70-74",2
28,"1950-1955","70-74",3
28,"1950-1955","75-79",1
28,"1950-1955","75-79",2
28,"1950-1955","75-79",3
28,"1950-1955","80-84",1
28,"1950-1955","80-84",2
28,"1950-1955","80-84",3
28,"1950-1955","85-89",1
28,"1950-1955","85-89",2
28,"1950-1955","85-89",3
28,"1950-1955","90-94",1
28,"1950-1955","90-94",2
28,"1950-1955","90-94",3
28,"1950-1955","95-99",1
28,"1950-1955","95-99",2
28,"1950-1955","95-99",3
28,"1950-1955","100+",1
28,"1950-1955","100+",2
28,"1950-1955","100+",3
28,"1955-1960","0",1
28,"1955-1960","0",2
28,"1955-1960","0",3
28,"1955-1960","1-4",1
28,"1955-1960","1-4",2
28,"1955-1960","1-4",3
28,"1955-1960","5-9",1
28,"1955-1960","5-9",2
28,"1955-1960","5-9",3
28,"1955-1960","10-14",1
28,"1955-1960","10-14",2
28,"1955-1960","10-14",3
28,"1955-1960","15-19",1
28,"1955-1960","15-19",2
28,"1955-1960","15-19",3
28,"1955-1960","20-24",1
28,"1955-1960","20-24",2
28,"1955-1960","20-24",3
28,"1955-1960","25-29",1
28,"1955-1960","25-29",2
28,"1955-1960","25-29",3
28,"1955-1960","30-34",1
28,"1955-1960","30-34",2
28,"1955-1960","30-34",3
28,"1955-1960","35-39",1
28,"1955-1960","35-39",2
28,"1955-1960","35-39",3
28,"1955-1960","40-44",1
28,"1955-1960","40-44",2
28,"1955-1960","40-44",3
28,"1955-1960","45-49",1
28,"1955-1960","45-49",2
28,"1955-1960","45-49",3
28,"1955-1960","50-54",1
28,"1955-1960","50-54",2
28,"1955-1960","50-54",3
28,"1955-1960","55-59",1
28,"1955-1960","55-59",2
28,"1955-1960","55-59",3
28,"1955-1960","60-64",1
28,"1955-1960","60-64",2
28,"1955-1960","60-64",3
28,"1955-1960","65-69",1
28,"1955-1960","65-69",2
28,"1955-1960","65-69",3
28,"1955-1960","70-74",1
28,"1955-1960","70-74",2
28,"1955-1960","70-74",3
28,"1955-1960","75-79",1
28,"1955-1960","75-79",2
28,"1955-1960","75-79",3
28,"1955-1960","80-84",1
28,"1955-1960","80-84",2
28,"1955-1960","80-84",3
28,"1955-1960","85-89",1
28,"1955-1960","85-89",2
28,"1955-1960","85-89",3
28,"1955-1960","90-94",1
28,"1955-1960","90-94",2
28,"1955-1960","90-94",3
28,"1955-1960","95-99",1
28,"1955-1960","95-99",2
28,"1955-1960","95-99",3
28,"1955-1960","100+",1
28,"1955-1960","100+",2
28,"1955-1960","100+",3
28,"1960-1965","0",1
28,"1960-1965","0",2
28,"1960-1965","0",3
28,"1960-1965","1-4",1
28,"1960-1965","1-4",2
28,"1960-1965","1-4",3
28,"1960-1965","5-9",1
28,"1960-1965","5-9",2
28,"1960-1965","5-9",3
28,"1960-1965","10-14",1
28,"1960-1965","10-14",2
28,"1960-1965","10-14",3
28,"1960-1965","15-19",1
28,"1960-1965","15-19",2
28,"1960-1965","15-19",3
28,"1960-1965","20-24",1
28,"1960-1965","20-24",2
28,"1960-1965","20-24",3
28,"1960-1965","25-29",1
28,"1960-1965","25-29",2
28,"1960-1965","25-29",3
28,"1960-1965","30-34",1
28,"1960-1965","30-34",2
28,"1960-1965","30-34",3
28,"1960-1965","35-39",1
28,"1960-1965","35-39",2
28,"1960-1965","35-39",3
28,"1960-1965","40-44",1
28,"1960-1965","40-44",2
28,"1960-1965","40-44",3
28,"1960-1965","45-49",1
28,"1960-1965","45-49",2
28,"1960-1965","45-49",3
28,"1960-1965","50-54",1
28,"1960-1965","50-54",2
28,"1960-1965","50-54",3
28,"1960-1965","55-59",1
28,"1960-1965","55-59",2
28,"1960-1965","55-59",3
28,"1960-1965","60-64",1
28,"1960-1965","60-64",2
28,"1960-1965","60-64",3
28,"1960-1965","65-69",1
28,"1960-1965","65-69",2
28,"1960-1965","65-69",3
28,"1960-1965","70-74",1
28,"1960-1965","70-74",2
28,"1960-1965","70-74",3
28,"1960-1965","75-79",1
28,"1960-1965","75-79",2
28,"1960-1965","75-79",3
28,"1960-1965","80-84",1
28,"1960-1965","80-84",2
28,"1960-1965","80-84",3
28,"1960-1965","85-89",1
28,"1960-1965","85-89",2
28,"1960-1965","85-89",3
28,"1960-1965","90-94",1
28,"1960-1965","90-94",2
28,"1960-1965","90-94",3
28,"1960-1965","95-99",1
28,"1960-1965","95-99",2
28,"1960-1965","95-99",3
28,"1960-1965","100+",1
28,"1960-1965","100+",2
28,"1960-1965","100+",3
28,"1965-1970","0",1
28,"1965-1970","0",2
28,"1965-1970","0",3
28,"1965-1970","1-4",1
28,"1965-1970","1-4",2
28,"1965-1970","1-4",3
28,"1965-1970","5-9",1
28,"1965-1970","5-9",2
28,"1965-1970","5-9",3
28,"1965-1970","10-14",1
28,"1965-1970","10-14",2
28,"1965-1970","10-14",3
28,"1965-1970","15-19",1
28,"1965-1970","15-19",2
28,"1965-1970","15-19",3
28,"1965-1970","20-24",1
28,"1965-1970","20-24",2
28,"1965-1970","20-24",3
28,"1965-1970","25-29",1
28,"1965-1970","25-29",2
28,"1965-1970","25-29",3
28,"1965-1970","30-34",1
28,"1965-1970","30-34",2
28,"1965-1970","30-34",3
28,"1965-1970","35-39",1
28,"1965-1970","35-39",2
28,"1965-1970","35-39",3
28,"1965-1970","40-44",1
28,"1965-1970","40-44",2
28,"1965-1970","40-44",3
28,"1965-1970","45-49",1
28,"1965-1970","45-49",2
28,"1965-1970","45-49",3
28,"1965-1970","50-54",1
28,"1965-1970","50-54",2
28,"1965-1970","50-54",3
28,"1965-1970","55-59",1
28,"1965-1970","55-59",2
28,"1965-1970","55-59",3
28,"1965-1970","60-64",1
28,"1965-1970","60-64",2
28,"1965-1970","60-64",3
28,"1965-1970","65-69",1
28,"1965-1970","65-69",2
28,"1965-1970","65-69",3
28,"1965-1970","70-74",1
28,"1965-1970","70-74",2
28,"1965-1970","70-74",3
28,"1965-1970","75-79",1
28,"1965-1970","75-79",2
28,"1965-1970","75-79",3
28,"1965-1970","80-84",1
28,"1965-1970","80-84",2
28,"1965-1970","80-84",3
28,"1965-1970","85-89",1
28,"1965-1970","85-89",2
28,"1965-1970","85-89",3
28,"1965-1970","90-94",1
28,"1965-1970","90-94",2
28,"1965-1970","90-94",3
28,"1965-1970","95-99",1
28,"1965-1970","95-99",2
28,"1965-1970","95-99",3
28,"1965-1970","100+",1
28,"1965-1970","100+",2
28,"1965-1970","100+",3
28,"1970-1975","0",1
28,"1970-1975","0",2
28,"1970-1975","0",3
28,"1970-1975","1-4",1
28,"1970-1975","1-4",2
28,"1970-1975","1-4",3
28,"1970-1975","5-9",1
28,"1970-1975","5-9",2
28,"1970-1975","5-9",3
28,"1970-1975","10-14",1
28,"1970-1975","10-14",2
28,"1970-1975","10-14",3
28,"1970-1975","15-19",1
28,"1970-1975","15-19",2
28,"1970-1975","15-19",3
28,"1970-1975","20-24",1
28,"1970-1975","20-24",2
28,"1970-1975","20-24",3
28,"1970-1975","25-29",1
28,"1970-1975","25-29",2
28,"1970-1975","25-29",3
28,"1970-1975","30-34",1
28,"1970-1975","30-34",2
28,"1970-1975","30-34",3
28,"1970-1975","35-39",1
28,"1970-1975","35-39",2
